Inner Device Heat Gains.Time;Time span;Living Room Light (100W) [Watt];Kitchen Light (100W) [Watt];Bathroom Light (100W) [Watt];Bathroom Mirror Light 10 W (LED) [Watt];Bedroom Light (200W) [Watt];Egg Cooker / Russell Hobbs 14048-56 Stylo [Watt];Juicer / Moulinex Vitafruit [Watt];Kitchen radio / AEG KRC 4323 CD [Watt];Single Stove Plate [Watt];Nespresso Coffee Machine, Single Cup [Watt];Food Slicer / DOMO Schneidemaschine DO521S [Watt];Toaster Salco MT 400 [Watt];PC / Acer 8400 [Watt];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [Watt];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [Watt];Christopeit Treadmill TM 2 Pro [Watt];Laptop Sony Vaio SVE151G11M [Watt];Lawn Mower / Sabo 32-EL [Watt];Hifi System / Sharp XL-HF300PH [Watt];Electric Kettle / Petra WK288 1.5L [Watt];Energy Saving Lamp / EL-REF 11 E27 [Watt];CD/DVD Player / Philips DVDR 725 H [Watt];TV Medion MD20123_DE_A [Watt];SAT Receiver / Kathrein UFS913 [Watt];Canister vacuum cleaner / Siemens VS 06 G 1831 [Watt];Microsoft Xbox 360 [Watt];Miele DG 1450 [Watt];Handmixer / Phillips Robust HR 1581 [Watt];Dishwasher NEFF SD6P1F (2011) [Watt];Dryer / Miele T 8626 WP [Watt];Hedge Trimmer / Bosch AHS 550-24 ST [Watt];Atika LH 2500 G [Watt];Steam Iron / Phillips GC 4410 [Watt];Washing Machine / Bosch WAE 28143 [Watt];Hair Dryer Braun Silencio 1250 [Watt];Siemens Kl 20 LA 65 (A+) [Watt];Router O2 Box 6431 [Watt];Electric Razor Braun Cruzer 5 [Watt];Electric Toothbrush Dondodent Professional Clean [Watt];
6757;4.16:37:00;100;0;0;0;200;0;0;1,6877884951365514;0;0;0;0;1,9527087237594314;1,5115652545425198;0;0;18,77725854977018;0;3,4578964332213715;0;0;29,661044296828614;26,336812717721568;1,6329031111525414;0;4,134522434592487;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6758;4.16:38:00;100;0;0;0;200;0;0;1,6884057367382748;0;0;0;0;1,9528917187524628;1,5124999757845325;0;0;18,780230019843106;0;3,457924725125942;0;0;29,67514888595529;26,338369401918808;1,6330360007508464;0;4,134625265907432;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6759;4.16:39:00;100;0;0;0;200;0;0;1,6888081838490563;0;0;0;0;1,953880449502198;1,5125373278279821;0;0;18,784242734269323;0;3,458199004948314;0;0;29,741199729488333;26,360606590014882;1,6334195169434484;0;4,135538245163237;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6760;4.16:40:00;100;0;0;0;200;0;0;1,6888917509978505;0;0;0;0;1,9548665743732254;1,5126404475936945;0;0;18,785141445184163;0;3,4583886028469504;0;0;29,915703758650455;26,385877975217507;1,6339587394273964;0;4,135663828392986;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6761;4.16:41:00;100;0;0;0;200;0;0;1,6905490469278808;0;0;0;0;1,956137612554806;1,5128098022344587;0;0;18,79428164061203;0;3,459057417293933;0;0;29,939687235570652;26,39046261350867;1,634427314647744;0;4,136109203014296;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6762;4.16:42:00;100;0;0;0;200;0;0;1,6914479991123472;0;0;0;0;1,9580724804744145;1,5130726327976238;0;0;18,798089514595333;0;3,4590846410712874;0;0;30,207845388722653;26,413833547891883;1,6344619790498727;0;4,136605217619759;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6763;4.16:43:00;100;0;0;0;200;0;0;1,6941094378518153;0;0;0;0;1,9580783786169915;1,5132624880902799;0;0;18,79892998321327;0;3,4593622073438377;0;0;30,35773710547627;26,42399925506355;1,6358253980421553;0;4,1367008701380765;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6764;4.16:44:00;100;0;0;0;200;0;0;1,6966684935235836;0;0;0;0;1,9586996123365847;1,5141960071438543;0;0;18,800910013879275;0;3,4595129664750863;0;0;30,36498716552061;26,440325117262805;1,6359092732521732;0;4,136718631861729;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6765;4.16:45:00;100;0;0;0;200;0;0;1,6983242092810604;0;0;0;0;1,9590528571360886;1,514550980187505;0;0;18,80269830020683;0;3,459557546899224;0;0;30,417233246333158;26,4460179058425;1,638747776577672;0;4,136839829234446;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6766;4.16:46:00;100;0;0;0;200;0;0;1,699082013963487;0;0;0;0;1,9604262844912892;1,5151121278786601;0;0;18,811916009601795;0;3,459887138474656;0;0;30,481461870587147;26,450004453025066;1,6388244282219406;0;4,1369838972024535;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6767;4.16:47:00;100;0;0;0;200;0;0;1,6995774430077595;0;0;0;0;1,960886937242216;1,5157701457143438;0;0;18,820826135156274;0;3,4599093007575727;0;0;30,515367005271838;26,46449766480655;1,638910983098061;0;4,137015300136904;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6768;4.16:48:00;100;0;0;0;200;0;0;1,7005308675705317;0;0;0;0;1,9614515654934046;1,5172637571415946;0;0;18,82266665160121;0;3,4602398763505495;0;0;30,52984311428225;26,477274112825903;1,639136627848263;0;4,137230855317987;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6769;4.16:49:00;100;0;0;0;200;0;0;1,701012478635636;0;0;0;0;1,9616000321119103;1,5172741919465773;0;0;18,82377604264242;0;3,460257051133977;0;0;30,542579203817972;26,486207431167635;1,6392175025061144;0;4,1374764894839435;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6770;4.16:50:00;100;0;0;0;200;0;0;1,7021574486834363;0;0;0;0;1,9618937290436724;1,517634525903189;0;0;18,827265658519813;0;3,4603437350018167;0;0;30,57222146910457;26,490262172039493;1,6393102764180805;0;4,137673748425646;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6771;4.16:51:00;100;0;0;0;200;0;0;1,7032975765112544;0;0;0;0;1,9630503050559662;1,518417721711709;0;0;18,832203836893715;0;3,4604395345423677;0;0;30,589890045641646;26,52114962933785;1,6394710118443139;0;4,137708220584599;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6772;4.16:52:00;100;0;0;0;200;0;0;1,7038701570373027;0;0;0;0;1,963332592938873;1,5188220677171118;0;0;18,83324393529089;0;3,460496296132197;0;0;30,65167016527611;26,533189359059758;1,6394742058550589;0;4,13771878628134;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6773;4.16:53:00;100;0;0;0;200;0;0;1,704106235863403;0;0;0;0;1,9644392643890094;1,5191088593347664;0;0;18,833288727491738;0;3,4606706329561048;0;0;30,68533918417485;26,542412622145594;1,6399646880988819;0;4,138174487023982;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6774;4.16:54:00;100;0;0;0;200;0;0;1,704147940916949;0;0;0;0;1,9648689632986205;1,5205005616521206;0;0;18,83659404703152;0;3,461967373652393;0;0;30,713155168775096;26,549113339460433;1,640434745244243;0;4,138230536882243;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6775;4.16:55:00;100;0;0;0;200;0;0;1,7045731038312264;0;0;0;0;1,965611277121315;1,5209035620820766;0;0;18,848973582405602;0;3,4622284400413257;0;0;30,780140382555018;26,55654328955554;1,6407023523987991;0;4,138253259327866;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6776;4.16:56:00;100;0;0;0;200;0;0;1,7052158452450143;0;0;0;0;1,9688704325646786;1,5210135635855722;0;0;18,857557998271414;0;3,4622727527794286;0;0;30,836301061864432;26,567660418948584;1,6407715376303968;0;4,138590451359898;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6777;4.16:57:00;100;0;0;0;200;0;0;1,709492660199002;0;0;0;0;1,9701412134815115;1,5223946398909585;0;0;18,86847867233402;0;3,462382323760524;0;0;31,091466902493337;26,576721184970584;1,6411570379807365;0;4,138666615694212;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6778;4.16:58:00;100;0;0;0;200;0;0;1,7103455402579382;0;0;0;0;1,970482515297026;1,5229242449429452;0;0;18,873707135967216;0;3,4624435451730067;0;0;31,123325694517213;26,579679335268334;1,6417811048088853;0;4,138757495110184;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6779;4.16:59:00;100;0;0;0;200;0;0;1,7103895368017823;0;0;0;0;1,9709653655480175;1,523088856982063;0;0;18,875446650143566;0;3,4625533204832837;0;0;31,1983457775686;26,581776248833755;1,643275192383944;0;4,138972966541248;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6780;4.17:00:00;100;0;0;0;200;0;0;1,7183570988035055;0;0;0;0;1,9713059167474019;1,5241850192020976;0;0;18,882735664733776;0;3,462592930033001;0;0;31,19918760527129;26,58756088647263;1,6432842731413553;0;4,139336483701744;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6781;4.17:01:00;100;0;0;0;200;0;0;1,7187321090098544;0;0;0;0;1,9715689699797903;1,5242866548865386;0;0;18,8921808890754;0;3,4631174217802716;0;0;31,243472862830988;26,596791080585025;1,6435249848217575;0;4,140557833757772;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6782;4.17:02:00;100;0;0;0;200;0;0;1,71950344446166;0;0;0;0;1,9719823103576593;1,5245951887202736;0;0;18,901254237638163;0;3,4631519972487634;0;0;31,298562787794978;26,597984850482568;1,6437630980541147;0;4,1419805902491715;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6783;4.17:03:00;100;0;0;0;200;0;0;1,71992144079471;0;0;0;0;1,9730843275803158;1,52483227899709;0;0;18,901694082508076;0;3,463157885825376;0;0;31,359100243524477;26,618084217837747;1,6441750188954034;0;4,142731839848842;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6784;4.17:04:00;100;0;0;0;200;0;0;1,7200806962309558;0;0;0;0;1,9735122841483421;1,526796356694796;0;0;18,916223416518573;0;3,463715963903037;0;0;31,410587240890116;26,627859103181546;1,6442909715222798;0;4,142828156329795;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6785;4.17:05:00;100;0;0;0;200;0;0;1,72062839514994;0;0;0;0;1,974506011208047;1,5285512099249692;0;0;18,920663389317586;0;3,463942025410091;0;0;31,473780251598274;26,64642394191715;1,6444106806947982;0;4,143452873869012;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6786;4.17:06:00;100;0;0;0;200;0;0;1,7206321205250776;0;0;0;0;1,9748230218336833;1,5309267637532815;0;0;18,940376231161103;0;3,4651532612293794;0;0;31,499307675179566;26,652299770464094;1,6445437087825676;0;4,143713165747845;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6787;4.17:07:00;100;0;0;0;200;0;0;1,7228446418815722;0;0;0;0;1,9754153264785623;1,5315232774733891;0;0;18,942003732795072;0;3,465920373770861;0;0;31,567316021452704;26,660035258643337;1,6448675180212704;0;4,144014868377528;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6788;4.17:08:00;100;0;0;0;200;0;0;1,7231585213168485;0;0;0;0;1,9774497362121624;1,5317631205846691;0;0;18,951940567229567;0;3,4680350086044878;0;0;31,645318764110883;26,663517970310764;1,6466363339314423;0;4,144122293751002;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6789;4.17:09:00;100;0;0;0;200;0;0;1,732428982056443;0;0;0;0;1,977917099079743;1,53244689426617;0;0;18,98396508514712;0;3,468241832912911;0;0;31,68120745195317;26,666397396981274;1,646920273779658;0;4,1447469540472595;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6790;4.17:10:00;100;0;0;0;200;0;0;1,7353797991718578;0;0;0;0;1,9780621477916378;1,5331413612860212;0;0;18,987010247238644;0;3,468359877656928;0;0;31,693478034506555;26,675782259936227;1,6471010227966165;0;4,144870253082594;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6791;4.17:11:00;100;0;0;0;200;0;0;1,735493402008151;0;0;0;0;1,9788283454768554;1,534683215077086;0;0;18,987450375675515;0;3,4685210235076025;0;0;31,775705679005597;26,690158390189854;1,6477548289638584;0;4,14490757058479;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6792;4.17:12:00;100;0;0;0;200;0;0;1,7358934045504306;0;0;0;0;1,9790406110302883;1,5368716836938905;0;0;19,0027706335163;0;3,469404057970985;0;0;31,8344565557889;26,699389645768463;1,6479636837417977;0;4,146618428309412;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6793;4.17:13:00;100;0;0;0;200;0;0;1,7360044265990555;0;0;0;0;1,9791659882941244;1,5371543161176329;0;0;19,010018627089565;0;3,4701184233429974;0;0;31,88045178307114;26,713380988133466;1,6488240286186595;0;4,146810862642371;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6794;4.17:14:00;100;0;0;0;200;0;0;1,736175197764989;0;0;0;0;1,9798792657906121;1,5384613284632425;0;0;19,019052730863578;0;3,470907728617944;0;0;31,925532609331476;26,72372629851877;1,6497433031668458;0;4,147562113155396;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6795;4.17:15:00;100;0;0;0;200;0;0;1,7373035520275273;0;0;0;0;1,9828349779516619;1,5385237730694379;0;0;19,020002002399636;0;3,4709295198035184;0;0;31,928434445474885;26,724219254185453;1,6502157675487925;0;4,148752318416069;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6796;4.17:16:00;100;0;0;0;200;0;0;1,7383871633638588;0;0;0;0;1,9832908870162655;1,538584552500005;0;0;19,038727725611555;0;3,471202864001235;0;0;31,97496501461658;26,73075997716252;1,651115208542709;0;4,1508513560395865;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6797;4.17:17:00;100;0;0;0;200;0;0;1,7448466840989763;0;0;0;0;1,987563943009378;1,5412571396695907;0;0;19,039209940614548;0;3,471378896960215;0;0;31,97552904521897;26,744600303855325;1,65146914452132;0;4,1528082792776475;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6798;4.17:18:00;100;0;0;0;200;0;0;1,7530439310493282;0;0;0;0;1,9895751155830332;1,5448417654615003;0;0;19,055794158718754;0;3,472177132090894;0;0;32,00410545136213;26,76584413588935;1,652459467674158;0;4,152860533559669;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6799;4.17:19:00;100;0;0;0;200;0;0;1,754074947090934;0;0;0;0;1,9919196122632774;1,545678151915411;0;0;19,06689394599387;0;3,472623949136899;0;0;32,01891530658916;26,767618464712545;1,652996499387489;0;4,153023105391318;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6800;4.17:20:00;100;0;0;0;200;0;0;1,761072531734391;0;0;0;0;1,9921930522070088;1,5462698940932567;0;0;19,074091418175737;0;3,472642372156452;0;0;32,04171958820969;26,77332682540279;1,6532531899421334;0;4,153086766647334;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,248797983606557;
6801;4.17:21:00;100;0;0;0;200;0;0;1,7625828901188856;0;0;0;0;1,9923046422095352;1,546773226760427;0;0;19,080095567910853;0;3,4736861929122176;0;0;32,052923110578085;26,813546602813375;1,6541649626152117;0;4,15407185432919;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,25012468852459;
6802;4.17:22:00;100;0;0;0;200;0;0;1,7682769576942556;0;0;0;0;1,9924255753904072;1,5484477724282824;0;0;19,098020961181692;0;3,474190176961466;0;0;32,10112195545686;26,82356804296051;1,6541793465132562;0;4,154623477275691;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,25012468852459;
6803;4.17:23:00;100;0;0;0;200;0;0;1,783035329490265;0;0;0;0;1,9929142604428556;1,549778117161951;0;0;19,108431715691804;0;3,474468888442777;0;0;32,132150271642175;26,827329705508905;1,6545520811322074;0;4,154924965784531;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,25012468852459;
6804;4.17:24:00;100;0;0;0;200;0;0;1,7839001623388522;0;0;0;0;1,993183207313528;1,550135701106729;0;0;19,12392909221623;0;3,474724941773664;0;0;32,16911468524174;26,827485654228784;1,6558772958943992;0;4,1551245672400565;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,25012468852459;
6805;4.17:25:00;100;0;0;0;200;0;0;1,801582003901533;0;0;0;0;1,995634561222951;1,550167312179874;0;0;19,125946141658655;0;3,4748185016374613;0;0;32,20326847659659;26,834464420891994;1,6560697822107817;0;4,155218880675106;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,25012468852459;
6806;4.17:26:00;100;0;0;0;200;0;0;1,839098296244961;0;0;0;0;1,9966602796403639;1,550844408019902;0;0;19,13193168428777;0;3,474907973581174;0;0;32,2578572120461;26,846586773340523;1,6572399047991406;0;4,155296552216731;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,25012468852459;
6807;4.17:27:00;100;0;0;0;200;0;0;1,870360928525872;0;0;0;0;1,9984346704287277;1,5517742268213373;0;0;19,140118007293474;0;3,4752614612529307;0;0;32,258987865462124;26,84740761210648;1,6581771639869418;0;4,155935831780232;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,25012468852459;
6808;4.17:28:00;100;0;0;0;200;0;0;1,9224791904456313;0;0;0;0;1,998453495192235;1,5528034362096947;0;0;19,14377687665687;0;3,475403862521709;0;0;32,303370095202304;26,85113489678599;1,658817059105799;0;4,156748843071532;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,25012468852459;
6809;4.17:29:00;100;0;0;0;200;0;0;10,806396183989698;0;0;0;0;1,9989479476366623;1,5549747771834441;0;0;19,153476887400714;0;3,4759629087620167;0;0;32,37975979841675;26,852685641196423;1,6592564290594654;0;4,156849213830228;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,25012468852459;
6810;4.17:30:00;100;0;0;0;200;0;0;11,20731082117851;0;0;0;0;2,0002122448711304;1,5550042348021715;0;0;19,153504527764802;0;3,476245739668548;0;0;32,394477587655594;26,855390245627476;1,660457051735548;0;4,157160266634181;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,25012468852459;
6811;4.17:31:00;100;0;0;0;200;0;0;11,35101455403569;0;0;0;0;2,0006528833712443;1,5550292167624231;0;0;19,156827599790887;0;3,4771410673609147;0;0;32,43966238934881;26,85585813296855;1,6606615738389736;0;4,157523269661284;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,25012468852459;
6812;4.17:32:00;100;0;0;0;200;0;0;11,46109322674669;0;0;0;0;2,0046333967862293;1,556324647051288;0;0;19,17350341842957;0;3,47744077873083;0;0;32,48566070249057;26,875564270548406;1,6606886030000554;0;4,157532937896196;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,25012468852459;
6813;4.17:33:00;100;0;0;0;200;0;0;11,762794777531894;0;0;0;0;2,012720559192086;1,5564539993983644;0;0;19,173897270018436;0;3,4779238212714394;0;0;32,53630094926775;26,887580051919304;1,661205495873157;0;4,158737402085298;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,25012468852459;
6814;4.17:34:00;100;0;0;0;200;0;0;11,785828708624427;0;0;0;0;2,0207718480273007;1,5592307122534834;0;0;19,191211031597735;0;3,4781561066900686;0;0;32,562728713248426;26,88845942340071;1,6623346342540577;0;4,158913763721986;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,25012468852459;
6815;4.17:35:00;100;0;0;0;200;0;0;11,93751913386882;0;0;0;0;2,0245748510440884;1,5609851178353185;0;0;19,1993334772612;0;3,478385199768591;0;0;32,56571691341347;26,889966278342804;1,6624203933288164;0;4,159844678970168;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,25012468852459;
6816;4.17:36:00;100;0;0;0;200;0;0;12,006626951071025;0;0;0;0;2,026203164770358;1,5610366638264306;0;0;19,20274574080204;0;3,478453130647441;0;0;32,587823666190246;26,891524688864298;1,6634632018297035;0;4,15988191679888;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,25012468852459;
6817;4.17:37:00;100;0;0;0;200;0;0;12,009433523802047;0;0;0;0;2,0264093578518243;1,562035446316229;0;0;19,203067336511932;0;3,4791575856502517;0;0;32,65418888462247;26,897095271190963;1,6637254247370794;0;4,160538560220641;0;0;0;0;0;0;0;0;0;75,933;6,42484852459017;0,987286770491803;0,25012468852459;
6818;4.17:38:00;100;0;0;0;200;0;0;12,122082475307787;0;0;0;0;2,0281552795061017;1,5625894673750267;0;0;19,205386413306055;0;3,4793448364199477;0;0;32,72384064120016;26,925319768059126;1,6640888528135787;0;4,160996033176681;0;0;0;0;0;0;0;0;0;75,933;6,42501704918033;0,987286770491803;0,25012468852459;
6819;4.17:39:00;100;0;0;0;200;0;0;12,206118915078092;0;0;0;0;2,0283160415589965;1,565927819077726;0;0;19,205503841242198;0;3,480664826866783;0;0;32,771259310952296;26,92660093876048;1,6651107811333796;0;4,1615868967521195;0;0;0;0;0;0;0;0;0;75,933;6,42501704918033;0,987286770491803;0,25012468852459;
6820;4.17:40:00;100;0;0;0;200;0;0;12,234014581851241;0;0;0;0;2,030708369186269;1,5662258629461272;0;0;19,20599554317776;0;3,480835486810678;0;0;32,876032975596196;26,935834813389807;1,666894273737229;0;4,1616888523846205;0;0;0;0;0;0;0;0;0;75,933;6,42501704918033;0,987286770491803;0,25012468852459;
6821;4.17:41:00;100;0;0;0;200;0;0;12,279616170762884;0;0;0;0;2,0307085768779523;1,5672395037092888;0;0;19,210031409202276;0;3,4813853899418055;0;0;33,028756378427545;26,936825994194912;1,6672243867023915;0;4,1617345938067976;0;0;0;0;0;0;0;0;0;75,933;6,42501704918033;0,987286770491803;0,25012468852459;
6822;4.17:42:00;100;0;0;0;200;0;0;12,307352059821039;0;0;0;0;2,0345931955461642;1,5676942723102747;0;0;19,25899144187276;0;3,481630179161412;0;0;33,098593397697044;26,948808677649;1,6698995890760227;0;4,161849727403374;0;0;0;0;0;0;0;0;0;75,933;6,42501704918033;0,987286770491803;0,25012468852459;
6823;4.17:43:00;100;0;0;0;200;0;0;12,334472306753145;0;0;0;0;2,0353571480235773;1,5687727868842638;0;0;19,28384132677219;0;3,481804027798547;0;0;33,10131271476716;26,96862982855452;1,6704220314705107;0;4,162368168133906;0;0;0;0;0;0;0;0;0;75,933;6,42501704918033;0,987286770491803;0,25012468852459;
6824;4.17:44:00;100;0;0;0;200;0;0;12,338779425269326;0;0;0;0;2,037062929685026;1,5695100394954498;0;0;19,286357119633067;0;3,4818381796624154;0;0;33,109894246645645;26,975805607997163;1,6705550969941247;0;4,16242935432825;0;0;0;0;0;0;0;0;0;75,933;6,42501704918033;0,987286770491803;0,25012468852459;
6825;4.17:45:00;100;0;0;0;200;0;0;12,373647000222563;0;0;0;0;2,038919501336018;1,57012893583114;0;0;19,293076671958556;0;3,4820946078995587;0;0;33,12368993630052;27,01168432762405;1,6712480296156806;0;4,163309466368183;0;0;0;0;0;0;0;0;0;75,933;6,42501704918033;0,987286770491803;0,25012468852459;
6826;4.17:46:00;100;0;0;0;200;0;0;12,402101892887327;0;0;0;0;2,0409976005064947;1,5754344734858379;0;0;19,304391930764034;0;3,4826700978556056;0;0;33,129353512649026;27,021172516004494;1,671633777221192;0;4,164126361130716;0;0;0;0;0;0;0;0;0;75,933;6,42501704918033;0,987286770491803;0,25012468852459;
6827;4.17:47:00;100;0;0;0;200;0;0;12,473595238233447;0;0;0;0;2,043726625697622;1,5759311404899163;0;0;19,314887460489587;0;3,4835294012499753;0;0;33,143507314995624;27,027846202186357;1,6727395875548456;0;4,164163469712866;0;0;0;0;0;0;0;0;0;75,933;6,42501704918033;0,987286770491803;0,25012468852459;
6828;4.17:48:00;100;0;0;0;200;0;0;12,477318649481303;0;0;0;0;2,045695868849736;1,5759889983589548;0;0;19,320071392315775;0;3,484433054965935;0;0;33,20217859205001;27,06923772274174;1,6735212268399238;0;4,164281939452066;0;0;0;0;0;0;0;0;0;75,933;6,42501704918033;0,987286770491803;0,25012468852459;
6829;4.17:49:00;100;0;0;0;200;0;0;12,488610687673741;0;0;0;0;2,050926260129036;1,5780132677796719;0;0;19,329113922976664;0;3,4845113581957774;0;0;33,20524955172534;27,07070372975369;1,674345495078142;0;4,165309716541069;0;0;0;0;0;0;0;0;0;75,933;6,42501704918033;0,987286770491803;0,25012468852459;
6830;4.17:50:00;100;0;0;0;200;0;0;12,510742549149217;0;0;0;0;2,0527126359810945;1,5806567638076294;0;0;19,340919859079424;0;3,4848975387030903;0;0;33,21053270589558;27,085948447959588;1,6746346649251884;0;4,165639089539988;0;0;0;0;0;0;0;0;0;75,933;6,42501704918033;0,987286770491803;0,25012468852459;
6831;4.17:51:00;100;0;0;0;200;0;0;12,51784146484215;0;0;0;0;2,0616853628123955;1,5818976620105811;0;0;19,39517755352776;0;3,485071730653744;0;0;33,226867414014094;27,08804752279328;1,6755057880923465;0;4,166328820800077;0;0;0;0;0;0;0;0;0;75,933;6,42501704918033;0,987286770491803;0,25012468852459;
6832;4.17:52:00;100;0;0;0;200;0;0;12,540152832539682;0;0;0;0;2,075768559580561;1,5868115616640264;0;0;19,396208554154057;0;3,4853352818822083;0;0;33,22970691976303;27,096602230350182;1,6762618504834725;0;4,166752229922905;0;0;0;0;0;0;0;0;0;75,933;6,42501704918033;0,987286770491803;0,25012468852459;
6833;4.17:53:00;100;0;0;0;200;0;0;12,541774909999509;0;0;0;0;2,0785053028907146;1,59329640154448;0;0;19,418165088003132;0;3,4856351036063895;0;0;33,2305415467949;27,1250673853151;1,6773903589020185;0;4,167968107651128;0;0;0;0;0;0;0;0;0;75,933;6,42501704918033;0,987286770491803;0,25012468852459;
6834;4.17:54:00;100;0;0;0;200;0;0;12,55563624684013;0;0;0;0;2,0839053595996107;1,5972772634381072;0;0;19,419887838419665;0;3,486171852753012;0;0;33,261498747276974;27,13459083936566;1,6787668317362834;0;4,16898186403609;0;0;0;0;0;0;0;0;0;75,933;6,42501704918033;0,996335049180328;0,25012468852459;
