Apparent.Time;Time span;Living Room Light (100W) [VA];Kitchen Light (100W) [VA];Bathroom Light (100W) [VA];Bathroom Mirror Light 10 W (LED) [VA];Bedroom Light (200W) [VA];Egg Cooker / Russell Hobbs 14048-56 Stylo [VA];Juicer / Moulinex Vitafruit [VA];Kitchen radio / AEG KRC 4323 CD [VA];Single Stove Plate [VA];Nespresso Coffee Machine, Single Cup [VA];Food Slicer / DOMO Schneidemaschine DO521S [VA];Toaster Salco MT 400 [VA];PC / Acer 8400 [VA];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [VA];Christopeit Treadmill TM 2 Pro [VA];Laptop Sony Vaio SVE151G11M [VA];Lawn Mower / Sabo 32-EL [VA];Hifi System / Sharp XL-HF300PH [VA];Electric Kettle / Petra WK288 1.5L [VA];Energy Saving Lamp / EL-REF 11 E27 [VA];CD/DVD Player / Philips DVDR 725 H [VA];TV Medion MD20123_DE_A [VA];SAT Receiver / Kathrein UFS913 [VA];Canister vacuum cleaner / Siemens VS 06 G 1831 [VA];Microsoft Xbox 360 [VA];Miele DG 1450 [VA];Handmixer / Phillips Robust HR 1581 [VA];Dishwasher NEFF SD6P1F (2011) [VA];Dryer / Miele T 8626 WP [VA];Hedge Trimmer / Bosch AHS 550-24 ST [VA];Atika LH 2500 G [VA];Steam Iron / Phillips GC 4410 [VA];Washing Machine / Bosch WAE 28143 [VA];Hair Dryer Braun Silencio 1250 [VA];Siemens Kl 20 LA 65 (A+) [VA];Router O2 Box 6431 [VA];Electric Razor Braun Cruzer 5 [VA];Electric Toothbrush Dondodent Professional Clean [VA];
6029;4.04:29:00;105,26315789473685;0;0;0;0;0;0;1,5957908387120314;0;0;0;0;1,8825376924710036;1,4628723686376104;0;0;3,8000000000000003;0;3,461953896305792;0;0;1,2760632350050012;0,5700000000000001;1,5828526464997479;0;4,140973792900395;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6030;4.04:30:00;105,26315789473685;0;0;0;0;0;0;1,5958993781679165;0;0;0;0;1,8825408301461126;1,462950525998146;0;0;3,8000000000000003;0;3,4620170652366418;0;0;1,2761180127747411;0,5700000000000001;1,5829533371002602;0;4,140980218368321;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6031;4.04:31:00;105,26315789473685;0;0;0;0;0;0;1,5960577523301538;0;0;0;0;1,8827335639703056;1,4629895289837818;0;0;3,8000000000000003;0;3,462127467637273;0;0;1,276141409072656;0,5700000000000001;1,582965838770459;0;4,141217796530748;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6032;4.04:32:00;105,26315789473685;0;0;0;0;0;0;1,5961101099228687;0;0;0;0;1,8827873160611353;1,4630829961519802;0;0;3,8000000000000003;0;3,4621511790913986;0;0;1,2761488242783732;0,5700000000000001;1,5829972314293008;0;4,141437715908878;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6033;4.04:33:00;105,26315789473685;0;0;0;0;0;0;1,596216022430364;0;0;0;0;1,8828300704645384;1,4631481126783012;0;0;3,8000000000000003;0;3,4622382518764327;0;0;1,2763541357199204;0,5700000000000001;1,5830021874711726;0;4,141621967800168;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6034;4.04:34:00;105,26315789473685;0;0;0;0;0;0;1,5962392671697085;0;0;0;0;1,8828854891458828;1,463376958099987;0;0;3,8000000000000003;0;3,4623320834373272;0;0;1,2766002505088765;0,5700000000000001;1,583230615495564;0;4,14172288905923;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6035;4.04:35:00;105,26315789473685;0;0;0;0;0;0;1,5963062495172675;0;0;0;0;1,8829033813640395;1,463414100207225;0;0;3,8000000000000003;0;3,4625658228436165;0;0;1,2766289179906969;0,5700000000000001;1,5832764413816294;0;4,142180989049049;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6036;4.04:36:00;105,26315789473685;0;0;0;0;0;0;1,5963179256479008;0;0;0;0;1,8833729703329722;1,4634236315863225;0;0;3,8000000000000003;0;3,462737297087623;0;0;1,276703705441761;0,5700000000000001;1,5832866314209049;0;4,142454612539621;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6037;4.04:37:00;105,26315789473685;0;0;0;0;0;0;1,5963256928379688;0;0;0;0;1,8833926133568177;1,4634339389891284;0;0;3,8000000000000003;0;3,462784349208277;0;0;1,2769509375522816;0,5700000000000001;1,5833158688032625;0;4,142552783989797;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6038;4.04:38:00;105,26315789473685;0;0;0;0;0;0;1,5965410777536682;0;0;0;0;1,883426685428327;1,4636053239100757;0;0;3,8000000000000003;0;3,463000813748634;0;0;1,2770678179194046;0,5700000000000001;1,5833841700221665;0;4,14282205491272;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6039;4.04:39:00;105,26315789473685;0;0;0;0;0;0;1,5966560875359523;0;0;0;0;1,8836267119894954;1,4638989152190405;0;0;3,8000000000000003;0;3,4634187242124264;0;0;1,2771633425131865;0,5700000000000001;1,5835238912255256;0;4,142865362991038;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6040;4.04:40:00;105,26315789473685;0;0;0;0;0;0;1,5966633113581497;0;0;0;0;1,8836620287590764;1,463913906557278;0;0;3,8000000000000003;0;3,4636017091528024;0;0;1,2772703764793685;0,5700000000000001;1,5835724435161425;0;4,142958671512167;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6041;4.04:41:00;105,26315789473685;0;0;0;0;0;0;1,5967491419816287;0;0;0;0;1,8836756795452254;1,4641295240834176;0;0;3,8000000000000003;0;3,4637554814964995;0;0;1,2773383427147755;0,5700000000000001;1,5835883550316519;0;4,143006826511807;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6042;4.04:42:00;105,26315789473685;0;0;0;0;0;0;1,596967916918015;0;0;0;0;1,8836961148080673;1,4642695900707408;0;0;3,8000000000000003;0;3,464328808609461;0;0;1,2773837866996371;0,5700000000000001;1,5835917106745216;0;4,143423396471257;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6043;4.04:43:00;105,26315789473685;0;0;0;0;0;0;1,596979746110472;0;0;0;0;1,883799936685497;1,4643463075325303;0;0;3,8000000000000003;0;3,4644226563152603;0;0;1,2774883545806797;0,5700000000000001;1,5836741023608105;0;4,143497186080049;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6044;4.04:44:00;105,26315789473685;0;0;0;0;0;0;1,5972678499863355;0;0;0;0;1,8838444222100337;1,4646351136828806;0;0;3,8000000000000003;0;3,4644766389372474;0;0;1,277684361412834;0,5700000000000001;1,58374886044306;0;4,143548053920721;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6045;4.04:45:00;105,26315789473685;0;0;0;0;0;0;1,5974870797905631;0;0;0;0;1,8839907318836935;1,464956385772237;0;0;3,8000000000000003;0;3,4645429230655247;0;0;1,277737812092449;0,5700000000000001;1,5837758537018904;0;4,143820082918269;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6046;4.04:46:00;105,26315789473685;0;0;0;0;0;0;1,5977574688871548;0;0;0;0;1,8842956443500616;1,4649935782467025;0;0;3,8000000000000003;0;3,4646628889443227;0;0;1,2777484333443143;0,5700000000000001;1,583833877229941;0;4,143890841859066;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6047;4.04:47:00;105,26315789473685;0;0;0;0;0;0;1,5978017615735294;0;0;0;0;1,884360518642054;1,465145822518595;0;0;3,8000000000000003;0;3,464678361847157;0;0;1,2780370417597537;0,5700000000000001;1,5839691082667975;0;4,144125408126523;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6048;4.04:48:00;105,26315789473685;0;0;0;0;0;0;1,5979284143426244;0;0;0;0;1,884462468767033;1,4651886045797458;0;0;3,8000000000000003;0;3,4648850832743205;0;0;1,2780531832406625;0,5700000000000001;1,5842113309282624;0;4,1442691004019245;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6049;4.04:49:00;105,26315789473685;0;0;0;0;0;0;1,5979458170859129;0;0;0;0;1,884643409244696;1,465394601127842;0;0;3,8000000000000003;0;3,4649955947627586;0;0;1,2782346763804173;0,5700000000000001;1,5842227682548922;0;4,144789689725942;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6050;4.04:50:00;105,26315789473685;0;0;0;0;0;0;1,5980240288161758;0;0;0;0;1,8847203110596622;1,4654577217805353;0;0;3,8000000000000003;0;3,4650693729495905;0;0;1,2785686973871861;0,5700000000000001;1,5843523160845308;0;4,144822007997196;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6051;4.04:51:00;105,26315789473685;0;0;0;0;0;0;1,598072359849674;0;0;0;0;1,8850400298340806;1,465601913978974;0;0;3,8000000000000003;0;3,4650951301530877;0;0;1,278776036338035;0,5700000000000001;1,5846586144796402;0;4,1448661788784396;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6052;4.04:52:00;105,26315789473685;0;0;0;0;0;0;1,5981920342216822;0;0;0;0;1,8851660522843232;1,4656708667196723;0;0;3,8000000000000003;0;3,465344713292098;0;0;1,2788175073779022;0,5700000000000001;1,5846868369051688;0;4,145134707924598;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6053;4.04:53:00;105,26315789473685;0;0;0;0;0;0;1,598220468730241;0;0;0;0;1,8852256946499584;1,4656900374212505;0;0;3,8000000000000003;0;3,465776420749642;0;0;1,2788778356935728;0,5700000000000001;1,5847418666504929;0;4,145139263511294;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6054;4.04:54:00;105,26315789473685;0;0;0;0;0;0;1,5983526568055269;0;0;0;0;1,8853015607821815;1,465833964874546;0;0;3,8000000000000003;0;3,4661472129532815;0;0;1,2789453682105252;0,5700000000000001;1,5848425822386516;0;4,1453139071924;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6055;4.04:55:00;105,26315789473685;0;0;0;0;0;0;1,5984071979273888;0;0;0;0;1,8853142131725658;1,4659000513730558;0;0;3,8000000000000003;0;3,466205358564666;0;0;1,2789820306421384;0,5700000000000001;1,5849029029816102;0;4,1459499694125075;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6056;4.04:56:00;105,26315789473685;0;0;0;0;0;0;1,5985769388315318;0;0;0;0;1,885475185815207;1,465971446211932;0;0;3,8000000000000003;0;3,4662539994497323;0;0;1,279004566779166;0,5700000000000001;1,585047674683032;0;4,1467269593211435;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6057;4.04:57:00;105,26315789473685;0;0;0;0;0;0;1,598601152588343;0;0;0;0;1,885480032276913;1,4660727726692173;0;0;3,8000000000000003;0;3,4662598429013456;0;0;1,2791940617963817;0,5700000000000001;1,5851480378748424;0;4,146779182337628;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96447967213115;4,16104360655738;
6058;4.04:58:00;105,26315789473685;0;0;0;0;0;0;1,5988095889799965;0;0;0;0;1,8856265919224164;1,46608303794846;0;0;3,8000000000000003;0;3,4663936708873755;0;0;1,279259072965863;0,5700000000000001;1,5853705806949006;0;4,146881673703086;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6059;4.04:59:00;105,26315789473685;0;0;0;0;0;0;1,599086939934939;0;0;0;0;1,885774096023794;1,466188213422593;0;0;3,8000000000000003;0;3,466605055623441;0;0;1,2793596570705692;0,5700000000000001;1,585513180076957;0;4,147122866015554;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6060;4.05:00:00;105,26315789473685;0;0;0;0;0;0;1,5991231648745565;0;0;0;0;1,886173160767808;1,4662505517892104;0;0;3,8000000000000003;0;3,466912511737007;0;0;1,2796276936354483;0,5700000000000001;1,5855302275091325;0;4,147274835459862;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6061;4.05:01:00;105,26315789473685;0;0;0;0;0;0;1,5991254321136956;0;0;0;0;1,8863972683884962;1,4662505710584275;0;0;3,8000000000000003;0;3,4670629226009617;0;0;1,279630763089355;0,5700000000000001;1,585599569469641;0;4,147622217632027;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6062;4.05:02:00;105,26315789473685;0;0;0;0;0;0;1,5993135845814745;0;0;0;0;1,8865210716406369;1,4663433151343652;0;0;3,8000000000000003;0;3,4671502720829666;0;0;1,2797885359211012;0,5700000000000001;1,5857110455648462;0;4,147771879769391;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6063;4.05:03:00;105,26315789473685;0;0;0;0;0;0;1,5994596397494312;0;0;0;0;1,8865486384871475;1,4665568385907815;0;0;3,8000000000000003;0;3,467425461874096;0;0;1,279832579275089;0,5700000000000001;1,5859660900963677;0;4,148067001116116;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6064;4.05:04:00;105,26315789473685;0;0;0;0;0;0;1,5995594348787814;0;0;0;0;1,8866539066758345;1,466666433280814;0;0;3,8000000000000003;0;3,467730486091024;0;0;1,2800508761233969;0,5700000000000001;1,5859725204759498;0;4,148262622723829;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6065;4.05:05:00;105,26315789473685;0;0;0;0;0;0;1,599694212154341;0;0;0;0;1,886692558072407;1,4667675203203365;0;0;3,8000000000000003;0;3,468259753630441;0;0;1,2801552650204453;0,5700000000000001;1,586339702262294;0;4,1483932501718845;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6066;4.05:06:00;105,26315789473685;0;0;0;0;0;0;1,5997617986888508;0;0;0;0;1,8869012379012373;1,466884318437703;0;0;3,8000000000000003;0;3,468372650530971;0;0;1,280240779707141;0,5700000000000001;1,58639959175328;0;4,148517196307441;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6067;4.05:07:00;105,26315789473685;0;0;0;0;0;0;1,6000894258659393;0;0;0;0;1,8869919153439545;1,467009172732114;0;0;3,8000000000000003;0;3,4684692408150797;0;0;1,2806606142591654;0,5700000000000001;1,5864164996479682;0;4,148543872243935;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6068;4.05:08:00;105,26315789473685;0;0;0;0;0;0;1,6003010475566857;0;0;0;0;1,88703606392084;1,4670520308584962;0;0;3,8000000000000003;0;3,4685039991703555;0;0;1,280686080828107;0,5700000000000001;1,586474103991379;0;4,148607064582404;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6069;4.05:09:00;105,26315789473685;0;0;0;0;0;0;1,600336596028293;0;0;0;0;1,8872744109445085;1,4672135719148431;0;0;3,8000000000000003;0;3,468686505346913;0;0;1,2806995337460503;0,5700000000000001;1,5866528506505426;0;4,148817692830582;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6070;4.05:10:00;105,26315789473685;0;0;0;0;0;0;1,6003637457670714;0;0;0;0;1,8873110076419612;1,4673556317401908;0;0;3,8000000000000003;0;3,468813455216085;0;0;1,2808392214247621;0,5700000000000001;1,5866786265979391;0;4,149314743274184;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6071;4.05:11:00;105,26315789473685;0;0;0;0;0;0;1,6004806327725232;0;0;0;0;1,8876379076677128;1,4674539809477103;0;0;3,8000000000000003;0;3,4688916791127897;0;0;1,2808413576452833;0,5700000000000001;1,5870476998844876;0;4,149496806296513;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6072;4.05:12:00;105,26315789473685;0;0;0;0;0;0;1,6005192488447681;0;0;0;0;1,8877320204249457;1,4674909330882109;0;0;3,8000000000000003;0;3,4689941949016707;0;0;1,2808425038809395;0,5700000000000001;1,5870637805433312;0;4,149581982657209;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6073;4.05:13:00;105,26315789473685;0;0;0;0;0;0;1,6005396867909885;0;0;0;0;1,8877380582287324;1,4675642557847721;0;0;3,8000000000000003;0;3,4693288924255072;0;0;1,2808535680986077;0,5700000000000001;1,5871306448299174;0;4,149762708668965;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6074;4.05:14:00;105,26315789473685;0;0;0;0;0;0;1,6005789856655133;0;0;0;0;1,887745551944372;1,4675907268001716;0;0;3,8000000000000003;0;3,4693982786132898;0;0;1,280864729755833;0,5700000000000001;1,5871712150297486;0;4,149999890655844;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6075;4.05:15:00;105,26315789473685;0;0;0;0;0;0;1,6008182283700043;0;0;0;0;1,887836466026387;1,4676046742074993;0;0;3,8000000000000003;0;3,4694758475618737;0;0;1,2810428852380082;0,5700000000000001;1,5873056563114005;0;4,150029245792213;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6076;4.05:16:00;105,26315789473685;0;0;0;0;0;0;1,6009602765182314;0;0;0;0;1,8881362426093715;1,4676401177660197;0;0;3,8000000000000003;0;3,4698539222741567;0;0;1,2810928533452537;0,5700000000000001;1,5875144662032834;0;4,150086795590908;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6077;4.05:17:00;105,26315789473685;0;0;0;0;0;0;1,6010663171053312;0;0;0;0;1,888136716314743;1,4676454590392312;0;0;3,8000000000000003;0;3,4698925087944086;0;0;1,2811249819100774;0,5700000000000001;1,5875315279351394;0;4,150412306451648;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6078;4.05:18:00;105,26315789473685;0;0;0;0;0;0;1,6011131206020814;0;0;0;0;1,8882614419651125;1,4677450221478339;0;0;3,8000000000000003;0;3,469915323203296;0;0;1,2811544891486923;0,5700000000000001;1,5875746712783958;0;4,1506835704397655;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6079;4.05:19:00;105,26315789473685;0;0;0;0;0;0;1,6012054857167723;0;0;0;0;1,8884264704831561;1,46786422966748;0;0;3,8000000000000003;0;3,4699167499469046;0;0;1,2814035303849698;0,5700000000000001;1,5875888130294622;0;4,150988626295186;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6080;4.05:20:00;105,26315789473685;0;0;0;0;0;0;1,6012467288557688;0;0;0;0;1,888534586083721;1,4678678445216167;0;0;3,8000000000000003;0;3,47006780821514;0;0;1,2815649259742588;0,5700000000000001;1,587620299126759;0;4,151003133079675;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6081;4.05:21:00;105,26315789473685;0;0;0;0;0;0;1,6012754282700574;0;0;0;0;1,8887933505820063;1,4678845624064791;0;0;3,8000000000000003;0;3,4704717272300534;0;0;1,2816083705037542;0,5700000000000001;1,587767006249861;0;4,15146494182673;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6082;4.05:22:00;105,26315789473685;0;0;0;0;0;0;1,6013429545791098;0;0;0;0;1,8888300998986276;1,4680711562528843;0;0;3,8000000000000003;0;3,470530217085623;0;0;1,2816415061301334;0,5700000000000001;1,5879159165783636;0;4,151498397480646;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6083;4.05:23:00;105,26315789473685;0;0;0;0;0;0;1,6015099093171006;0;0;0;0;1,8888865110076958;1,4681179926714882;0;0;3,8000000000000003;0;3,4705969719387157;0;0;1,281730709070654;0,5700000000000001;1,5879623525618036;0;4,151741691528807;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6084;4.05:24:00;105,26315789473685;0;0;0;0;0;0;1,6017120204362207;0;0;0;0;1,889101685652643;1,4683117611220278;0;0;3,8000000000000003;0;3,470611195636966;0;0;1,2819303881083117;0,5700000000000001;1,587971680898719;0;4,151849218521814;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6085;4.05:25:00;105,26315789473685;0;0;0;0;0;0;1,6018357085275932;0;0;0;0;1,8891410691620014;1,4683800918383179;0;0;3,8000000000000003;0;3,470615987749055;0;0;1,2819864946918724;0,5700000000000001;1,5881363862069773;0;4,151967472842093;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6086;4.05:26:00;105,26315789473685;0;0;0;0;0;0;1,6019376305661883;0;0;0;0;1,8892008023766322;1,4684445876885497;0;0;3,8000000000000003;0;3,4710778181395914;0;0;1,2820888766557241;0,5700000000000001;1,5881854404582103;0;4,152029607596206;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6087;4.05:27:00;105,26315789473685;0;0;0;0;0;0;1,6019990180037882;0;0;0;0;1,8893875099147495;1,4684544473204886;0;0;3,8000000000000003;0;3,4710843286935043;0;0;1,282278616717943;0,5700000000000001;1,5881949624579277;0;4,152451385930749;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6088;4.05:28:00;105,26315789473685;0;0;0;0;0;0;1,6020416462130012;0;0;0;0;1,889390172381557;1,4684855937652919;0;0;3,8000000000000003;0;3,4714012223698174;0;0;1,282303562367923;0,5700000000000001;1,5882104868117783;0;4,152828963995456;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6089;4.05:29:00;105,26315789473685;0;0;0;0;0;0;1,6020454278444838;0;0;0;0;1,8895230544981976;1,4686652647797587;0;0;3,8000000000000003;0;3,4714997495793294;0;0;1,282318456873521;0,5700000000000001;1,5882886529476175;0;4,1530128379860205;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6090;4.05:30:00;105,26315789473685;0;0;0;0;0;0;1,6021160665069125;0;0;0;0;1,8898830269925215;1,468931220234321;0;0;3,8000000000000003;0;3,4715112553367384;0;0;1,2824493449931886;0,5700000000000001;1,5884596966260836;0;4,153787740703187;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6091;4.05:31:00;105,26315789473685;0;0;0;0;0;0;1,6022483960918668;0;0;0;0;1,8901599214673657;1,4691154582884385;0;0;3,8000000000000003;0;3,4716678871665008;0;0;1,282606745568887;0,5700000000000001;1,5885669954454051;0;4,153789753558178;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6092;4.05:32:00;105,26315789473685;0;0;0;0;0;0;1,6023697399328884;0;0;0;0;1,8902317124984824;1,4691492168723526;0;0;3,8000000000000003;0;3,4716773427262915;0;0;1,2826904334948235;0,5700000000000001;1,5885753173326786;0;4,153854691743431;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6093;4.05:33:00;105,26315789473685;0;0;0;0;0;0;1,6026502098741036;0;0;0;0;1,8903885014001582;1,4692407757731212;0;0;3,8000000000000003;0;3,47201086132569;0;0;1,2830241762116124;0,5700000000000001;1,5886507179326523;0;4,154298303060571;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6094;4.05:34:00;105,26315789473685;0;0;0;0;0;0;1,602743943203008;0;0;0;0;1,8905764591585335;1,469268773426087;0;0;3,8000000000000003;0;3,4720664059403203;0;0;1,2831583350383464;0,5700000000000001;1,588813822482334;0;4,15438388405145;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6095;4.05:35:00;105,26315789473685;0;0;0;0;0;0;1,6029216865199094;0;0;0;0;1,8906226012786542;1,4692865250169354;0;0;3,8000000000000003;0;3,4726652490445065;0;0;1,2832012595846898;0,5700000000000001;1,5889052729134971;0;4,15457521328976;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6096;4.05:36:00;105,26315789473685;0;0;0;0;0;0;1,6033941520545452;0;0;0;0;1,8908596395016142;1,4693546663905641;0;0;3,8000000000000003;0;3,472986961657164;0;0;1,2832438830575446;0,5700000000000001;1,5892141742043762;0;4,154642468502968;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16104360655738;
6097;4.05:37:00;105,26315789473685;0;0;0;0;0;0;1,6035436564567873;0;0;0;0;1,8909022046003938;1,469431382933299;0;0;3,8000000000000003;0;3,4737320998224517;0;0;1,2832553231751815;0,5700000000000001;1,589380385511802;0;4,155084080265875;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16106639344262;
6098;4.05:38:00;105,26315789473685;0;0;0;0;0;0;1,6036113558703824;0;0;0;0;1,8910735495865878;1,4694753555139954;0;0;3,8000000000000003;0;3,473764032753276;0;0;1,283355366748818;0,5700000000000001;1,5894957837856831;0;4,155131008486947;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16106639344262;
6099;4.05:39:00;105,26315789473685;0;0;0;0;0;0;1,6036387491158572;0;0;0;0;1,8911643877956121;1,4696502439599624;0;0;3,8000000000000003;0;3,4738746432908783;0;0;1,2834126878410805;0,5700000000000001;1,5897047931901545;0;4,1552818338992905;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16106639344262;
6100;4.05:40:00;105,26315789473685;0;0;0;0;0;0;1,603674329466042;0;0;0;0;1,89119426944541;1,4698963638191154;0;0;3,8000000000000003;0;3,4738927544749263;0;0;1,2835341279991552;0,5700000000000001;1,5898073421418366;0;4,155735330075315;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16106639344262;
6101;4.05:41:00;105,26315789473685;0;0;0;0;0;0;1,6038108889195728;0;0;0;0;1,8912383647871782;1,4698985485491414;0;0;3,8000000000000003;0;3,474462348141231;0;0;1,2835466512394151;0,5700000000000001;1,5900317018304988;0;4,156263092483876;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16106639344262;
6102;4.05:42:00;105,26315789473685;0;0;0;0;0;0;1,6038447595714032;0;0;0;0;1,8912531114705269;1,470235881573053;0;0;3,8000000000000003;0;3,474463998766546;0;0;1,2837106860768426;0,5700000000000001;1,590124715936616;0;4,1564890358758735;0;0;0;0;0;0;0;0;0;5,8625;11,7828081967213;2,96492459016393;4,16106639344262;
